,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,erf_0.1,atd
0,metrics_sim_van_de_Schoot_2018_logistic_doc2vec_default_max_double.json,0.9459459459459459,1.0,1.0,1.0,1.0,0.8487450462351387,0.8378378378378378,228.21621621621622
