,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,erf_0.1,atd
0,metrics_sim_van_de_Schoot_2018_nb_sbert_l2_normalize_minmax_max_double.json,0.9459459459459459,0.972972972972973,1.0,1.0,1.0,0.8476442095992954,0.8378378378378378,130.45945945945945
